"nm_municipio";"nm_uf";"oper";"ano";"trabalhadores_resgatados"
"São Gabriel da Cachoeira";"Amazonas";42;2014;0
"Rondon do Pará";"Pará";43;2014;5
"Açailândia";"Maranhão";43;2014;0
"Açailândia";"Maranhão";43;2014;0
"Rondon do Pará";"Pará";43;2014;0
"Açailândia";"Maranhão";43;2014;0
"Rondon do Pará";"Pará";43;2014;27
"Rio Maria";"Pará";44;2014;5
"Rio Maria";"Pará";44;2014;7
"Caldas Novas";"Goiás";45;2014;3
"Santo Antônio do Monte";"Minas Gerais";46;2014;0
"Caratinga";"Minas Gerais";47;2014;20
"Rio de Janeiro";"Rio de Janeiro";48;2014;0
"Belo Horizonte";"Minas Gerais";49;2014;40
"Água Clara";"Mato Grosso do Sul";50;2014;0
"Água Clara";"Mato Grosso do Sul";50;2014;0
"Água Boa";"Mato Grosso";51;2014;0
"Canarana";"Mato Grosso";51;2014;0
"Água Boa";"Mato Grosso";51;2014;0
"Marabá";"Pará";52;2014;0
"Itupiranga";"Pará";52;2014;0
"Itupiranga";"Pará";52;2014;0
"Itupiranga";"Pará";52;2014;0
"Marabá";"Pará";52;2014;0
"Barcelos";"Amazonas";53;2014;0
"Taguatinga";"Tocantins";54;2014;0
"Paranã";"Tocantins";54;2014;0
"Peixe";"Tocantins";54;2014;3
"Poços de Caldas";"Minas Gerais";55;2014;0
"Sooretama";"Espírito Santo";56;2014;86
"Dourados";"Mato Grosso do Sul";57;2014;4
"Colatina";"Espírito Santo";58;2014;0
"Campo Erê";"Santa Catarina";59;2014;1
"Caxambu do Sul";"Santa Catarina";59;2014;1
"Aragominas";"Tocantins";60;2014;0
"São Félix do Xingu";"Pará";61;2014;5
"Novo Progresso";"Pará";62;2014;0
"Caracaraí";"Roraima";63;2014;12
"Caracaraí";"Roraima";63;2014;0
"Caracaraí";"Roraima";63;2014;12
"Granja";"Ceará";64;2014;11
"Viçosa do Ceará";"Ceará";64;2014;6
"Petrolina";"Pernambuco";65;2014;8
"Faxinal dos Guedes";"Santa Catarina";66;2014;0
"Rio Branco";"Acre";67;2014;3
"Teresópolis";"Rio de Janeiro";68;2014;4
"São Paulo";"São Paulo";69;2014;17
"Belo Horizonte";"Minas Gerais";70;2014;0
"Natividade";"Tocantins";71;2014;14
"Almas";"Tocantins";71;2014;0
"Santa Isabel do Rio Negro";"Amazonas";72;2014;7
"Quixeré";"Ceará";73;2014;2
"Quixeré";"Ceará";73;2014;0
"Morada Nova";"Ceará";73;2014;5
"São Paulo";"São Paulo";74;2014;0
"São Paulo";"São Paulo";74;2014;0
"São Paulo";"São Paulo";74;2014;0
"Rio de Janeiro";"Rio de Janeiro";75;2014;0
"Teresópolis";"Rio de Janeiro";76;2014;0
"Macaé";"Rio de Janeiro";77;2014;0
"Encruzilhada";"Bahia";78;2014;32
"Ibiraci";"Minas Gerais";79;2014;11
"Ibiraci";"Minas Gerais";79;2014;13
"Ibiraci";"Minas Gerais";79;2014;33
"São Paulo";"São Paulo";80;2014;14
"Açailândia";"Maranhão";81;2014;5
"Santa Inês";"Maranhão";81;2014;0
"Bom Jardim";"Maranhão";81;2014;0
"Camocim";"Ceará";82;2014;0
"Caucaia";"Ceará";82;2014;13
"Alto Parnaíba";"Maranhão";83;2014;0
"Bannach";"Pará";84;2014;0
"Rio Maria";"Pará";84;2014;0
"Rio Maria";"Pará";84;2014;0
"Rio Maria";"Pará";84;2014;0
"Gravataí";"Rio Grande do Sul";85;2014;0
"Marabá";"Pará";86;2014;10
"Ipixuna do Pará";"Pará";87;2014;7
"Paragominas";"Pará";87;2014;11
"Cachoeiro de Itapemirim";"Espírito Santo";88;2014;0
"Carolina";"Maranhão";89;2014;3
"Belo Horizonte";"Minas Gerais";90;2014;1
"Ourilândia do Norte";"Pará";91;2014;3
"Parauapebas";"Pará";91;2014;2
"Tucumã";"Pará";91;2014;0
"Ulianópolis";"Pará";92;2014;0
"Ulianópolis";"Pará";92;2014;14
"Ulianópolis";"Pará";92;2014;0
"Rondon do Pará";"Pará";92;2014;0
"Lavrinhas";"São Paulo";93;2014;2
"Araguanã";"Tocantins";94;2014;0
"Araguanã";"Tocantins";94;2014;0
"Araguanã";"Tocantins";94;2014;0
"Arapoema";"Tocantins";94;2014;6
"Goiatins";"Tocantins";94;2014;0
"Guarapuava";"Paraná";95;2014;2
"Bragança";"Pará";96;2014;0
"Bragança";"Pará";96;2014;0
"Bragança";"Pará";96;2014;0
"Bragança";"Pará";96;2014;0
"São José do Rio Preto";"São Paulo";97;2014;0
"São José do Rio Preto";"São Paulo";97;2014;0
"Colônia do Piauí";"Piauí";98;2014;4
"Mangaratiba";"Rio de Janeiro";99;2014;1
"Ponte Alta do Bom Jesus";"Tocantins";100;2014;14
"Campos Lindos";"Tocantins";101;2014;0
"Angico";"Tocantins";101;2014;1
"Presidente Kennedy";"Tocantins";101;2014;0
"Jaú do Tocantins";"Tocantins";102;2014;5
"Jaú do Tocantins";"Tocantins";103;2014;12
"Crixás do Tocantins";"Tocantins";104;2014;5
"Alvorada";"Tocantins";105;2014;3
"Paranã";"Tocantins";106;2014;5
"Paranã";"Tocantins";107;2014;2
"Piên";"Paraná";108;2014;0
"Pintópolis";"Minas Gerais";109;2014;4
"Pintópolis";"Minas Gerais";109;2014;0
"Itanhangá";"Mato Grosso";110;2014;0
"Rio Pardo";"Rio Grande do Sul";111;2014;1
"Natividade";"Tocantins";112;2014;6
"Bacabal";"Maranhão";113;2014;8
"Água Clara";"Mato Grosso do Sul";114;2014;0
"Nova Ubiratã";"Mato Grosso";115;2014;0
"Rio Paranaíba";"Minas Gerais";116;2014;0
"Guimarânia";"Minas Gerais";116;2014;0
"Porto Alegre";"Rio Grande do Sul";117;2014;0
"Macaé";"Rio de Janeiro";118;2014;118
"Nova Mutum";"Mato Grosso";119;2014;0
"Guarantã do Norte";"Mato Grosso";120;2014;1
"Tibagi";"Paraná";121;2014;5
"Tibagi";"Paraná";121;2014;0
"Rio de Janeiro";"Rio de Janeiro";122;2014;0
"Santa Cruz de Goiás";"Goiás";123;2014;29
"Contagem";"Minas Gerais";124;2014;5
"Santa Luzia";"Maranhão";125;2014;7
"Mineiros";"Goiás";126;2014;52
"Criciúma";"Santa Catarina";127;2014;14
"Nova Lima";"Minas Gerais";128;2014;0
"Acaraú";"Ceará";129;2014;0
"Imperatriz";"Maranhão";130;2014;17
"São Paulo";"São Paulo";131;2014;26
"Parnaíba";"Piauí";132;2014;52
"Picos";"Piauí";133;2014;61
"Pouso Alegre";"Minas Gerais";134;2014;0
"Venâncio Aires";"Rio Grande do Sul";135;2014;5
"Venâncio Aires";"Rio Grande do Sul";135;2014;5
"Aparecida de Goiânia";"Goiás";136;2014;0
"Bom Jardim";"Maranhão";137;2014;6
"Cubatão";"São Paulo";138;2014;0
"São Bernardo do Campo";"São Paulo";139;2014;37
"Imbuia";"Santa Catarina";140;2014;22
"Conceição das Alagoas";"Minas Gerais";141;2014;6
"Paraibuna";"São Paulo";142;2014;17
"Salvador";"Bahia";143;2014;29
"Araguaína";"Tocantins";144;2014;10
"Rio Branco";"Acre";145;2014;15
"Araxá";"Minas Gerais";146;2014;7
"Ribeirão das Neves";"Minas Gerais";147;2014;0
"Esmeraldas";"Minas Gerais";148;2014;0
"Abadia dos Dourados";"Minas Gerais";149;2014;0
"Abadia dos Dourados";"Minas Gerais";149;2014;0
"Vila Velha";"Espírito Santo";150;2014;5
"Belo Horizonte";"Minas Gerais";151;2014;0
"Cabo Frio";"Rio de Janeiro";152;2014;0
"Petrolina";"Pernambuco";153;2014;0
"Rio de Janeiro";"Rio de Janeiro";154;2014;0
"Arraial do Cabo";"Rio de Janeiro";155;2014;8
"Niterói";"Rio de Janeiro";156;2014;6
"Porto Velho";"Rondônia";157;2014;2
"Goiânia";"Goiás";158;2014;0
"Pindamonhangaba";"São Paulo";159;2014;10
"Rio de Janeiro";"Rio de Janeiro";160;2014;0
"Imperatriz";"Maranhão";1;2015;0
"Bom Jardim";"Maranhão";1;2015;1
"Açailândia";"Maranhão";1;2015;0
"Xinguara";"Pará";2;2015;0
"Eldorado dos Carajás";"Pará";2;2015;0
"Marabá";"Pará";2;2015;0
"Marabá";"Pará";2;2015;0
"Piçarra";"Pará";2;2015;0
"Marabá";"Pará";3;2015;0
"Goianésia do Pará";"Pará";3;2015;1
"Goianésia do Pará";"Pará";3;2015;6
"Ourilândia do Norte";"Pará";4;2015;1
"Rio Vermelho";"Minas Gerais";5;2015;2
"Vidal Ramos";"Santa Catarina";6;2015;5
"Vidal Ramos";"Santa Catarina";6;2015;5
"Lagoa Grande";"Pernambuco";7;2015;0
"Groaíras";"Ceará";8;2015;26
"Alexânia";"Goiás";9;2015;3
"Itabirito";"Minas Gerais";10;2015;25
"Bannach";"Pará";11;2015;0
"Água Azul do Norte";"Pará";11;2015;0
"Floresta do Araguaia";"Pará";11;2015;0
"Capixaba";"Acre";12;2015;0
"Boca do Acre";"Amazonas";12;2015;0
"Boca do Acre";"Amazonas";12;2015;13
"Boca do Acre";"Amazonas";12;2015;4
"Porto Nacional";"Tocantins";13;2015;0
"Taguatinga";"Tocantins";13;2015;0
"Paranã";"Tocantins";13;2015;2
"Manicoré";"Amazonas";14;2015;6
"Nova Veneza";"Santa Catarina";15;2015;9
"Serro";"Minas Gerais";16;2015;9
"Urubici";"Santa Catarina";17;2015;18
"Urubici";"Santa Catarina";17;2015;0
"Belo Horizonte";"Minas Gerais";18;2015;3
"Correntes";"Pernambuco";19;2015;0
"Muricilândia";"Tocantins";20;2015;2
"Boca do Acre";"Amazonas";21;2015;0
"Couto Magalhães";"Tocantins";22;2015;0
"Araguanã";"Tocantins";22;2015;0
"Araguaína";"Tocantins";22;2015;0
"Xambioá";"Tocantins";22;2015;0
"Araguaína";"Tocantins";22;2015;0
"Barra do Ouro";"Tocantins";22;2015;0
"Floresta do Araguaia";"Pará";23;2015;6
"Curionópolis";"Pará";23;2015;0
"Curionópolis";"Pará";23;2015;0
"Curionópolis";"Pará";23;2015;0
"Marabá";"Pará";23;2015;0
"Aguiarnópolis";"Tocantins";24;2015;0
"Babaçulândia";"Tocantins";24;2015;0
"Presidente Kennedy";"Tocantins";24;2015;0
"Campo Novo do Parecis";"Mato Grosso";25;2015;0
"Campo Novo do Parecis";"Mato Grosso";25;2015;0
"Campo Novo do Parecis";"Mato Grosso";25;2015;0
"Campo Novo do Parecis";"Mato Grosso";25;2015;0
"Campo Novo do Parecis";"Mato Grosso";25;2015;0
"Campo Novo do Parecis";"Mato Grosso";25;2015;0
"Campo Novo do Parecis";"Mato Grosso";25;2015;0
"Campo Novo do Parecis";"Mato Grosso";25;2015;0
"Diamantino";"Mato Grosso";26;2015;0
"Diamantino";"Mato Grosso";26;2015;0
"Poconé";"Mato Grosso";27;2015;0
"Cáceres";"Mato Grosso";28;2015;0
"Nova Guarita";"Mato Grosso";29;2015;0
"Nova Guarita";"Mato Grosso";29;2015;0
"Presidente Figueiredo";"Amazonas";30;2015;0
"Arraias";"Tocantins";31;2015;0
"Cristalina";"Goiás";31;2015;0
"Cristalina";"Goiás";31;2015;0
"Brasil Novo";"Pará";32;2015;7
"Senador José Porfírio";"Pará";32;2015;0
"Marabá";"Pará";33;2015;0
"Rio Maria";"Pará";33;2015;0
"Bom Jardim";"Maranhão";34;2015;10
"Rio Verde de Mato Grosso";"Mato Grosso do Sul";35;2015;0
"Pontes e Lacerda";"Mato Grosso";36;2015;0
"Nova Bandeirantes";"Mato Grosso";37;2015;0
"Brumadinho";"Minas Gerais";38;2015;9
"Paranatinga";"Mato Grosso";39;2015;2
"Paranaíta";"Mato Grosso";40;2015;0
"Nova Monte Verde";"Mato Grosso";40;2015;0
"Paranaíta";"Mato Grosso";40;2015;0
"Cotegipe";"Bahia";41;2015;0
"Cotegipe";"Bahia";41;2015;0
"Luís Eduardo Magalhães";"Bahia";41;2015;0
"Sorriso";"Mato Grosso";42;2015;4
"Nova Ubiratã";"Mato Grosso";42;2015;0
"Nova Ubiratã";"Mato Grosso";42;2015;0
"Nova Ubiratã";"Mato Grosso";42;2015;0
"Olímpio Noronha";"Minas Gerais";43;2015;0
"Carmo de Minas";"Minas Gerais";43;2015;0
"Carmo de Minas";"Minas Gerais";43;2015;0
"Monsenhor Paulo";"Minas Gerais";43;2015;0
"Olímpio Noronha";"Minas Gerais";43;2015;0
"Olímpio Noronha";"Minas Gerais";43;2015;0
"Olímpio Noronha";"Minas Gerais";43;2015;0
"Carmo de Minas";"Minas Gerais";43;2015;0
"Carmo de Minas";"Minas Gerais";43;2015;0
"Carmo de Minas";"Minas Gerais";43;2015;0
"Carmo de Minas";"Minas Gerais";43;2015;0
"Carmo de Minas";"Minas Gerais";43;2015;0
"São Paulo";"São Paulo";44;2015;4
"Loreto";"Maranhão";45;2015;0
"Loreto";"Maranhão";45;2015;0
"Loreto";"Maranhão";45;2015;0
"Indiavaí";"Mato Grosso";46;2015;0
"Nova União";"Rondônia";47;2015;0
"Miguel Pereira";"Rio de Janeiro";48;2015;0
"Doutor Ricardo";"Rio Grande do Sul";49;2015;5
"Teresópolis";"Rio de Janeiro";50;2015;0
"Teresópolis";"Rio de Janeiro";50;2015;0
"Curionópolis";"Pará";51;2015;0
"Curionópolis";"Pará";51;2015;0
"Novo Repartimento";"Pará";51;2015;0
"Tucuruí";"Pará";51;2015;0
"Santana do Acaraú";"Ceará";52;2015;0
"Cruz";"Ceará";52;2015;0
"Granja";"Ceará";52;2015;0
"Granja";"Ceará";52;2015;0
"Santana do Acaraú";"Ceará";52;2015;0
"Vitorino Freire";"Maranhão";53;2015;11
"Altamira do Maranhão";"Maranhão";53;2015;21
"Cabo Frio";"Rio de Janeiro";54;2015;0
"Rio de Janeiro";"Rio de Janeiro";55;2015;3
"Teresópolis";"Rio de Janeiro";56;2015;0
"Teresópolis";"Rio de Janeiro";57;2015;0
"Teresópolis";"Rio de Janeiro";57;2015;4
"Cotia";"São Paulo";58;2015;27
"Vilhena";"Rondônia";59;2015;2
"Alto Paraguai";"Mato Grosso";60;2015;0
"Uruará";"Pará";61;2015;0
"Araguaína";"Tocantins";62;2015;0
"Babaçulândia";"Tocantins";62;2015;2
"João Pinheiro";"Minas Gerais";63;2015;1
"Brasilândia de Minas";"Minas Gerais";63;2015;0
"João Pinheiro";"Minas Gerais";63;2015;0
"Santa Cruz de Goiás";"Goiás";63;2015;0
"Brasilândia de Minas";"Minas Gerais";63;2015;0
"Araguaçu";"Tocantins";64;2015;0
"Araguaçu";"Tocantins";64;2015;0
"Araguaçu";"Tocantins";64;2015;0
"Sandolândia";"Tocantins";64;2015;0
"Sandolândia";"Tocantins";64;2015;0
"Sandolândia";"Tocantins";64;2015;0
"Painel";"Santa Catarina";65;2015;11
"Rio Verde";"Goiás";66;2015;0
"Bandeirantes";"Mato Grosso do Sul";67;2015;0
"Paranaíta";"Mato Grosso";68;2015;0
"Campo Novo do Parecis";"Mato Grosso";69;2015;0
"São José do Rio Claro";"Mato Grosso";70;2015;3
"Paraipaba";"Ceará";71;2015;9
"Ibiapina";"Ceará";71;2015;24
"Água Azul do Norte";"Pará";73;2015;15
"Marabá";"Pará";73;2015;0
"Bernardo Sayão";"Tocantins";74;2015;15
"Rio Acima";"Minas Gerais";75;2015;1
"Belo Horizonte";"Minas Gerais";76;2015;0
"Montividiu";"Goiás";77;2015;0
"Paraopeba";"Minas Gerais";78;2015;1
"Belo Horizonte";"Minas Gerais";79;2015;7
"Cascavel";"Ceará";80;2015;0
"Cascavel";"Ceará";80;2015;0
"Bom Jardim";"Rio de Janeiro";81;2015;0
"Bom Jardim";"Rio de Janeiro";81;2015;0
"Nova Friburgo";"Rio de Janeiro";81;2015;0
"Nova Friburgo";"Rio de Janeiro";81;2015;0
"Nova Friburgo";"Rio de Janeiro";81;2015;0
"Morada Nova";"Ceará";82;2015;0
"Canindé";"Ceará";82;2015;0
"Russas";"Ceará";82;2015;0
"Aracoiaba";"Ceará";82;2015;8
"Rio de Janeiro";"Rio de Janeiro";83;2015;0
"Rio de Janeiro";"Rio de Janeiro";83;2015;11
"Niterói";"Rio de Janeiro";83;2015;2
"Encruzilhada do Sul";"Rio Grande do Sul";84;2015;6
"Júlio de Castilhos";"Rio Grande do Sul";85;2015;2
"Itabira";"Minas Gerais";86;2015;0
"Belo Horizonte";"Minas Gerais";87;2015;5
"Alcinópolis";"Mato Grosso do Sul";88;2015;0
"Campos de Júlio";"Mato Grosso";89;2015;0
"Matões do Norte";"Maranhão";90;2015;0
"Matões do Norte";"Maranhão";90;2015;0
"Santana do Acaraú";"Ceará";91;2015;0
"Santana do Acaraú";"Ceará";91;2015;0
"Granja";"Ceará";91;2015;0
"Pacajá";"Pará";92;2015;0
"Itupiranga";"Pará";92;2015;0
"Pacajá";"Pará";92;2015;0
"Novo Repartimento";"Pará";92;2015;2
"São João do Araguaia";"Pará";92;2015;0
"Nova Maringá";"Mato Grosso";93;2015;10
"Carmo de Minas";"Minas Gerais";94;2015;22
"Carmo de Minas";"Minas Gerais";94;2015;19
"Machado";"Minas Gerais";94;2015;14
"Vila Bela da Santíssima Trindade";"Mato Grosso";95;2015;0
"Vila Bela da Santíssima Trindade";"Mato Grosso";95;2015;0
"Cacequi";"Rio Grande do Sul";96;2015;6
"Rio de Janeiro";"Rio de Janeiro";97;2015;6
"Rio de Janeiro";"Rio de Janeiro";97;2015;5
"Rio de Janeiro";"Rio de Janeiro";98;2015;1
"São Paulo";"São Paulo";99;2015;5
"Guaíra";"Paraná";100;2015;7
"Rio de Janeiro";"Rio de Janeiro";101;2015;6
"Ribeirão das Neves";"Minas Gerais";102;2015;0
"Porto Nacional";"Tocantins";103;2015;9
"Paranavaí";"Paraná";104;2015;2
"Cruz Machado";"Paraná";105;2015;1
"Dois Irmãos do Tocantins";"Tocantins";106;2015;3
"Rio de Janeiro";"Rio de Janeiro";107;2015;5
"Uberlândia";"Minas Gerais";108;2015;5
"Várzea Grande";"Mato Grosso";109;2015;0
"São Paulo";"São Paulo";110;2015;14
"Juara";"Mato Grosso";111;2015;0
"São Paulo";"São Paulo";112;2015;16
"Juara";"Mato Grosso";113;2015;6
"Tapira";"Minas Gerais";114;2015;6
"Belo Horizonte";"Minas Gerais";115;2015;0
"Cantá";"Roraima";116;2015;1
"Codó";"Maranhão";117;2015;6
"Belford Roxo";"Rio de Janeiro";118;2015;0
"Belford Roxo";"Rio de Janeiro";118;2015;0
"Duque de Caxias";"Rio de Janeiro";118;2015;0
"Duque de Caxias";"Rio de Janeiro";118;2015;0
"Nova Iguaçu";"Rio de Janeiro";118;2015;0
"Rio de Janeiro";"Rio de Janeiro";118;2015;2
"Nova Iguaçu";"Rio de Janeiro";118;2015;0
"Nova Iguaçu";"Rio de Janeiro";118;2015;0
"Nova Iguaçu";"Rio de Janeiro";118;2015;0
"Rio de Janeiro";"Rio de Janeiro";118;2015;0
"Duque de Caxias";"Rio de Janeiro";118;2015;0
"Belford Roxo";"Rio de Janeiro";118;2015;0
"Unaí";"Minas Gerais";119;2015;6
"Paranatinga";"Mato Grosso";120;2015;3
"Paço do Lumiar";"Maranhão";121;2015;58
"Jaguaquara";"Bahia";122;2015;6
"São Francisco de Paula";"Rio Grande do Sul";123;2015;13
"Paraty";"Rio de Janeiro";124;2015;0
"Paraty";"Rio de Janeiro";124;2015;0
"Paraty";"Rio de Janeiro";124;2015;0
"Granja";"Ceará";125;2015;11
"Anastácio";"Mato Grosso do Sul";126;2015;16
"Campos de Júlio";"Mato Grosso";127;2015;0
"Castanheira";"Mato Grosso";128;2015;0
"Castanheira";"Mato Grosso";128;2015;0
"Barra do Bugres";"Mato Grosso";128;2015;0
"Santo Antônio do Leverger";"Mato Grosso";129;2015;0
"Castanheira";"Mato Grosso";130;2015;2
"Rosário Oeste";"Mato Grosso";131;2015;6
"Nobres";"Mato Grosso";131;2015;7
"Nova Iguaçu";"Rio de Janeiro";132;2015;0
"Nova Iguaçu";"Rio de Janeiro";133;2015;0
"Rio de Janeiro";"Rio de Janeiro";134;2015;3
"Curitiba";"Paraná";135;2015;0
"Curitiba";"Paraná";135;2015;0
"Curitiba";"Paraná";135;2015;0
"Curitiba";"Paraná";135;2015;0
"Presidente Olegário";"Minas Gerais";136;2015;13
"Rio de Janeiro";"Rio de Janeiro";137;2015;3
"Açailândia";"Maranhão";138;2015;0
"Santa Inês";"Maranhão";138;2015;0
"Paranatinga";"Mato Grosso";139;2015;1
"Rio de Janeiro";"Rio de Janeiro";140;2015;17
"Brumadinho";"Minas Gerais";141;2015;0
"Rio de Janeiro";"Rio de Janeiro";142;2015;3
"Rio de Janeiro";"Rio de Janeiro";143;2015;0
"Bonito";"Mato Grosso do Sul";144;2015;9
"Belo Horizonte";"Minas Gerais";145;2015;0
"Rio de Janeiro";"Rio de Janeiro";146;2015;10
"Claraval";"Minas Gerais";147;2015;13
"Rio de Janeiro";"Rio de Janeiro";148;2015;0
"Bom Jesus da Penha";"Minas Gerais";149;2015;60
"Santa Luzia";"Maranhão";150;2015;0
"Humaitá";"Amazonas";151;2015;8
"Cajueiro da Praia";"Piauí";152;2015;10
"Cajueiro da Praia";"Piauí";153;2015;19
"Senador Guiomard";"Acre";154;2015;0
"Suzano";"São Paulo";155;2015;4
"São Paulo";"São Paulo";156;2015;10
"Novo Mundo";"Mato Grosso";1;2016;0
"Bom Jesus do Araguaia";"Mato Grosso";1;2016;0
"Bom Jesus do Araguaia";"Mato Grosso";1;2016;0
"Jangada";"Mato Grosso";2;2016;0
"Chapada dos Guimarães";"Mato Grosso";2;2016;0
"Floresta do Araguaia";"Pará";3;2016;0
"Floresta do Araguaia";"Pará";3;2016;0
"Colméia";"Tocantins";3;2016;5
"Água Doce";"Santa Catarina";4;2016;4
"Foz do Jordão";"Paraná";4;2016;0
"Reserva";"Paraná";4;2016;0
"Cuiabá";"Mato Grosso";5;2016;9
"Guia Lopes da Laguna";"Mato Grosso do Sul";6;2016;7
"Aparecida de Goiânia";"Goiás";7;2016;11
"Iracema";"Roraima";8;2016;1
"Anastácio";"Mato Grosso do Sul";9;2016;25
"Riachão das Neves";"Bahia";10;2016;6
"São Félix do Xingu";"Pará";11;2016;14
"São Félix do Xingu";"Pará";11;2016;12
"Açailândia";"Maranhão";13;2016;0
"Açailândia";"Maranhão";13;2016;2
"Açailândia";"Maranhão";13;2016;3
"Angical";"Bahia";14;2016;0
"Angical";"Bahia";14;2016;0
"Mateiros";"Tocantins";14;2016;0
"Luís Eduardo Magalhães";"Bahia";14;2016;0
"Barreiras";"Bahia";14;2016;0
"Luís Eduardo Magalhães";"Bahia";14;2016;0
"Fortaleza";"Ceará";15;2016;1
"Embu-Guaçu";"São Paulo";16;2016;34
"Dueré";"Tocantins";17;2016;1
"Goiânia";"Goiás";18;2016;0
"Xinguara";"Pará";21;2016;0
"Sapucaia";"Pará";21;2016;0
"São Félix do Xingu";"Pará";21;2016;11
"Rio Branco";"Acre";22;2016;7
"Rio Branco";"Acre";22;2016;0
"Rio Branco";"Acre";22;2016;0
"Jacundá";"Pará";23;2016;0
"Novo Repartimento";"Pará";23;2016;0
"Pacajá";"Pará";23;2016;0
"Pacajá";"Pará";23;2016;0
"Marabá";"Pará";23;2016;0
"Jacundá";"Pará";23;2016;0
"Guaraniaçu";"Paraná";24;2016;19
"Parnarama";"Maranhão";25;2016;9
"São José do Rio Claro";"Mato Grosso";26;2016;2
"Cáceres";"Mato Grosso";27;2016;0
"Sabará";"Minas Gerais";28;2016;0
"São Bernardo do Campo";"São Paulo";30;2016;4
"São Félix do Xingu";"Pará";31;2016;0
"Altamira";"Pará";31;2016;5
"Altamira";"Pará";31;2016;4
"Apuí";"Amazonas";32;2016;2
"Manicoré";"Amazonas";32;2016;0
"Campo Novo do Parecis";"Mato Grosso";33;2016;0
"Diamantino";"Mato Grosso";33;2016;0
"Diamantino";"Mato Grosso";33;2016;0
"Tangará da Serra";"Mato Grosso";33;2016;0
"Acaraú";"Ceará";34;2016;0
"Moju";"Pará";35;2016;0
"Rondon do Pará";"Pará";36;2016;0
"Caeté";"Minas Gerais";37;2016;0
"Açailândia";"Maranhão";38;2016;8
"São Paulo";"São Paulo";39;2016;4
"Porto Velho";"Rondônia";40;2016;0
"Aragominas";"Tocantins";41;2016;0
"Santa Fé do Araguaia";"Tocantins";41;2016;0
"Bandeirantes do Tocantins";"Tocantins";41;2016;0
"Campos Lindos";"Tocantins";41;2016;0
"Darcinópolis";"Tocantins";41;2016;0
"Babaçulândia";"Tocantins";41;2016;0
"Arapoema";"Tocantins";41;2016;0
"Araguanã";"Tocantins";41;2016;0
"Cumari";"Goiás";42;2016;0
"Cumari";"Goiás";42;2016;0
"Minaçu";"Goiás";42;2016;1
"Almenara";"Minas Gerais";43;2016;0
"Bandeira";"Minas Gerais";43;2016;0
"Águas Vermelhas";"Minas Gerais";43;2016;1
"Almenara";"Minas Gerais";43;2016;0
"Almenara";"Minas Gerais";43;2016;0
"Brejo de Areia";"Maranhão";44;2016;22
"Arame";"Maranhão";44;2016;5
"Corumbá";"Mato Grosso do Sul";45;2016;0
"Poxoréo";"Mato Grosso";46;2016;5
"Goianinha";"Rio Grande do Norte";47;2016;0
"Rio de Janeiro";"Rio de Janeiro";48;2016;3
"Rio de Janeiro";"Rio de Janeiro";48;2016;2
"Rio de Janeiro";"Rio de Janeiro";48;2016;2
"Rio de Janeiro";"Rio de Janeiro";48;2016;2
"Rio de Janeiro";"Rio de Janeiro";48;2016;5
"Campina Grande do Sul";"Paraná";49;2016;0
"Rio Brilhante";"Mato Grosso do Sul";50;2016;44
"São Félix do Xingu";"Pará";51;2016;4
"Rio de Janeiro";"Rio de Janeiro";52;2016;0
"Rio de Janeiro";"Rio de Janeiro";52;2016;0
"Rio de Janeiro";"Rio de Janeiro";52;2016;0
"Rio de Janeiro";"Rio de Janeiro";52;2016;0
"Rio de Janeiro";"Rio de Janeiro";52;2016;0
"Rio de Janeiro";"Rio de Janeiro";52;2016;0
"Magé";"Rio de Janeiro";52;2016;0
"Carmo do Paranaíba";"Minas Gerais";53;2016;0
"Divinópolis";"Minas Gerais";53;2016;0
"Varjão de Minas";"Minas Gerais";53;2016;0
"Patrocínio";"Minas Gerais";53;2016;0
"Patos de Minas";"Minas Gerais";53;2016;0
"Naviraí";"Mato Grosso do Sul";55;2016;0
"Ilhéus";"Bahia";56;2016;8
"Ilhéus";"Bahia";57;2016;5
"São Paulo";"São Paulo";58;2016;8
"Campos Altos";"Minas Gerais";59;2016;19
"Cuiabá";"Mato Grosso";60;2016;4
"Peixoto de Azevedo";"Mato Grosso";61;2016;0
"Sinop";"Mato Grosso";61;2016;0
"Campina Grande do Sul";"Paraná";62;2016;0
"São José dos Pinhais";"Paraná";62;2016;0
"São José dos Pinhais";"Paraná";62;2016;0
"Campina Grande do Sul";"Paraná";62;2016;0
"Boca do Acre";"Amazonas";63;2016;2
"Sena Madureira";"Acre";63;2016;10
"Altos";"Piauí";65;2016;8
"Machado";"Minas Gerais";66;2016;4
"Nepomuceno";"Minas Gerais";67;2016;4
"Catanduvas";"Paraná";68;2016;0
"Lajeado";"Rio Grande do Sul";69;2016;17
"Rio de Janeiro";"Rio de Janeiro";70;2016;2
"Uruará";"Pará";71;2016;0
"Medicilândia";"Pará";71;2016;0
"Uruará";"Pará";71;2016;0
"Xinguara";"Pará";73;2016;0
"Xinguara";"Pará";73;2016;0
"Xinguara";"Pará";73;2016;0
"Bannach";"Pará";73;2016;4
"Rio de Janeiro";"Rio de Janeiro";75;2016;0
"Rio de Janeiro";"Rio de Janeiro";76;2016;0
"Rio de Janeiro";"Rio de Janeiro";77;2016;0
"Rio de Janeiro";"Rio de Janeiro";78;2016;0
"Fortaleza";"Ceará";79;2016;2
"Bonito de Minas";"Minas Gerais";80;2016;0
